[[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
[0.9,0.962514,0.910584,0.996786,1.01521,1.02409,1.01931,1.025,0.963118,0.995608,0.92038,1.09098,1.00959,1.06714,1.0405,1.02368,1.04047],
[1,0.961843,0.912238,0.981454,1.0266,0.990933,0.924305,0.967959,1.03684,0.937257,1.09517,1.00284,0.959004,1.08296,0.943757,0.933253,0.939546],
[1,1.07192,1.07801,0.94919,0.969161,1.00312,0.936366,0.981204,0.963204,1.01678,0.909919,1.01098,1.04009,1.03473,1.06852,1.02326,0.962941],
[0.9,1.09158,0.913031,0.946803,1.01425,1.01609,0.966738,1.04034,0.960707,0.922443,0.929572,0.948647,0.917615,0.989492,0.965542,0.978274,1.06969],
[1,0.916218,1.08581,1.00313,1.07712,0.964693,0.911182,0.930659,0.935499,0.91073,0.977029,1.01848,1.02419,0.963631,0.935267,0.971456,0.946638],
[1,1.04225,0.932752,1.03672,1.00451,0.943617,1.05419,1.0727,1.06487,0.950252,0.99349,1.01038,1.08546,1.0864,1.09482,1.06661,0.967806],
[1,0.908692,0.984433,0.998856,1.05596,1.00766,1.01118,1.04183,1.07501,0.953877,1.02061,1.09465,0.997024,0.974935,0.910541,1.02218,1.0525],
[1,0.90705,0.968575,1.04187,1.04128,0.906568,1.05594,1.06459,1.09097,1.08719,1.07552,1.07041,1.0333,0.920234,0.977828,1.01418,1.08469],
[1,1.06774,1.09543,1.00407,0.918049,0.910956,1.06396,0.901129,0.927174,1.05813,1.07269,1.00273,1.00347,0.99263,1.05906,1.03379,1.06054],
[1,0.936103,0.968905,0.93329,1.02511,0.974703,1.01086,1.06741,1.04321,1.0579,0.952364,1.05906,1.05141,0.9889,0.977267,1.07632,1.0866],
[1,1.05746,1.09349,1.05607,0.980056,1.00169,0.969509,1.02718,1.09297,0.912683,0.901831,0.990927,1.04966,0.908594,1.08686,1.00544,1.03362],
[1,0.918336,0.925941,1.0699,1.03526,0.954823,1.02722,0.982699,0.900501,0.987619,0.924921,1.05639,0.913813,1.04029,0.90199,1.08133,1.0866],
[1,1.04634,0.965743,1.07827,0.929499,0.906153,0.994815,0.943934,0.938289,1.06908,0.918299,0.996542,0.931983,0.971316,0.947914,0.939705,1.08344],
[1,1.04574,0.927497,0.90943,0.997549,0.984909,0.907447,1.0667,0.966005,0.963753,0.902979,0.929609,1.0917,1.0548,0.991562,1.08068,1.08221],
[1,1.03482,0.945283,0.930641,0.921461,0.916828,0.901758,0.910315,1.06524,0.946895,1.0981,1.04961,1.09879,0.982986,0.906568,1.09312,0.904035],
[1,1.0475,1.05541,1.01086,0.984194,0.913355,0.973531,0.964376,1.03465,0.924622,0.964736,0.977071,1.05364,1.0484,0.995376,1.04684,1.05654],
[0.9,1.06749,1.02235,1.03299,1.03741,1.02915,0.996951,1.09017,1.04364,0.914972,0.91225,0.966988,0.921961,1.02283,0.952834,0.975063,1.04151],
[1,1.01313,0.922968,1.00086,0.977627,1.01787,1.07997,0.961885,0.961409,0.977303,0.935365,0.996585,1.04878,0.958364,1.0099,1.07803,1.01479],
[1,1.07526,1.04666,0.971346,0.926191,1.03813,0.983328,0.97333,1.02059,1.0449,0.920093,1.01097,1.00644,1.06329,0.920258,1.09484,0.950563],
[1,1.05877,1.03966,0.990109,1.09133,0.934223,1.05324,0.990878,1.08056,1.04385,0.936604,0.9717,1.04258,1.05249,1.00188,0.976003,1.00775],
[1,0.913886,0.97195,1.08381,1.0881,0.961831,1.06232,0.951137,0.947694,0.967342,0.985421,1.08518,1.06874,0.935102,0.98826,1.06182,1.07287],
[1,1.0532,1.00237,1.09072,0.943007,0.959456,0.914258,0.965029,0.984292,0.96053,0.98356,0.9978,0.989377,0.958937,0.975851,0.97286,1.06504],
[1,1.00144,1.08514,0.948878,1.08223,1.00138,0.907739,1.03302,0.916578,1.0103,1.02821,0.980288,1.09755,0.952602,1.08519,0.939338,1.08553],
[1,1.03668,1.06476,1.03094,1.04277,0.991244,0.948531,0.904779,0.943037,1.03332,1.06912,0.976473,0.90614,0.973898,1.06429,1.02026,1.04659],
[1,0.934138,0.931324,1.09255,0.959468,0.9803,0.932972,1.0895,1.09619,0.987851,1.05601,1.08687,0.99404,1.05598,1.0717,1.06434,0.933686],
[1,0.959481,1.05364,1.00985,1.01726,1.09064,0.912458,1.03469,1.06419,1.00932,0.9065,1.01669,0.982406,0.992038,0.955977,1.04611,1.04853],
[1,0.902808,0.918342,1.01277,1.07391,1.05483,0.926423,1.04652,1.04749,0.9631,0.953945,0.988565,0.902588,1.08879,1.09957,0.996554,0.905469],
[0.9,0.964431,1.00967,0.910529,0.964541,1.03379,0.928938,1.04446,1.06605,1.08392,0.921381,1.01882,0.947652,1.04568,0.954183,0.952467,1.09161],
[1,0.96523,1.08493,0.919636,0.928938,0.97626,1.06208,1.06103,0.97571,0.954738,0.97532,0.959999,1.00837,0.930927,1.03556,0.978884,1.05486],
